utente,tentativi,minuti,illecito
 24462,1,169,0
 87192,1,172,0
687982,1,184,0
 58982,3,948,1
781090,1,204,0
765218,1,163,0
943663,1,163,0
830973,1,194,0
459506,1,177,0
248166,1,639,1
125408,1,186,0
340913,1,191,0
862614,1,144,0
610926,1,170,0
 72753,4,145,0
594751,1,151,0
875233,1,162,0
141897,5,557,1
603260,1,178,0
544704,1,171,0
 63626,1,162,0
 48797,1,173,0
240498,1,184,0
611404,1,206,0
131779,2,190,0
802686,1,145,0
475748,1,146,0
481546,1,574,1
757704,4,154,0
400504,2,211,0
299864,1,618,1
140721,3,181,0
838034,2,188,0
175352,1,178,0
292875,1,183,0
344810,2,156,0
797636,1,173,0
341477,5,593,1
522028,1,152,0
117686,4,187,0
 75796,4,193,0
 21991,1,186,0
820548,1,212,0
120984,2,205,0
590664,1,205,0
678058,1,170,0
935848,1,160,0
621709,2,193,0
127052,1,176,0
238937,2,208,0
883124,1,621,1
934609,1,150,0
955703,1,153,0
827537,1,160,0
780112,1,194,0
397995,1,173,0
219529,2,173,0
457860,1,205,0
160470,1,164,0
531760,1,157,0
475748,2,198,0
 16731,1,617,1
264935,2,564,1
519728,1,149,0
255588,1,175,0
138966,1,162,0
499884,2,185,0
534036,1,179,0
665381,1,198,0
468653,1,164,0
584337,2,180,0
208530,2,190,0
230190,1,201,0
776168,1,933,1
 99698,1,177,0
973600,1,159,0
153569,1,160,0
991342,1,179,0
558453,2,131,0
777467,1,177,0
957261,1,203,0
213163,2,155,0
281079,1,169,0
 37662,1,164,0
237393,2,150,0
 98890,1,179,0
779097,3,165,0
717091,3,940,1
969088,1,190,0
778920,1,161,0
912260,1,177,0
 70215,1,167,0
127348,1,181,0
877603,2,172,0
182008,1,187,0
266555,1,199,0
828969,1,230,0
990221,1,173,0
 20650,1,188,0
651566,1,198,0
138966,1,166,0
329776,2,165,0
255842,2,177,0
202315,1,181,0
205874,2,174,0
607644,1,196,0
637897,2,189,0
329229,1,166,0
794194,1,193,0
594751,2,184,0
892022,1,198,0
629486,1,167,0
874251,1,183,0
357361,1,183,0
648132,2,210,0
786195,1,168,0
687982,1,148,0
713185,1,208,0
167505,1,202,0
735045,1,201,0
285404,2,939,1
892022,1,216,0
775909,3,168,0
 11222,1,189,0
876816,1,188,0
167898,1,191,0
504206,1,183,0
546327,1,194,0
810427,1,164,0
670715,1,186,0
 27439,1,187,0
143270,2,991,1
823829,5,161,0
778522,1,198,0
193467,1,200,0
389042,1,158,0
402462,1,164,0
504206,2,581,1
681056,2,147,0
467528,1,151,0
296370,1,148,0
353012,2,176,0
134559,1,602,1
569102,1,115,0
776746,2,210,0
394748,1,164,0
651161,1,177,0
344810,1,184,0
157192,2,216,0
985469,1,214,0
263198,2,179,0
576636,1,182,0
838034,1,164,0
119422,1,214,0
 83577,1,191,0
412692,1,213,0
746161,1,214,0
358143,2,172,0
395341,1,204,0
551973,1,197,0
757704,1,180,0
427078,1,163,0
539296,1,217,0
213832,1,163,0
900749,2,228,0
286609,2,605,1
550611,1,164,0
432356,1,164,0
201809,2,189,0
789549,2,970,1
734194,1,173,0
 61260,1,155,0
460822,1,186,0
541906,1,186,0
554511,1,176,0
789500,1,160,0
268513,1,196,0
912742,1,171,0
890490,1,163,0
 30434,1,172,0
799034,1,200,0
533317,1,144,0
477471,1,182,0
553822,1,183,0
742756,1,170,0
107758,1,162,0
 41844,4,574,1
421837,1,197,0
487704,2,147,0
 72143,3,224,0
  6211,1,192,0
508193,1,165,0
981292,1,175,0
679933,2,189,0
185821,2,172,0
109832,2,624,1
266615,1,176,0
327663,2,212,0
218313,1,173,0
 73402,1,207,0
474508,4,585,1
201809,2,200,0
 81088,1,588,1
468924,2,161,0
870903,1,165,0
700923,1,186,0
135666,2,205,0
285997,1,202,0
548710,1,127,0
 89017,1,149,0
361688,3,659,1
766131,1,158,0
264056,1,168,0
800383,1,187,0
364511,2,593,1
883701,1,185,0
 10022,1,164,0
837580,3,943,1
910186,1,177,0
668864,1,164,0
460822,1,180,0
138458,2,206,0
 84939,1,197,0
828093,1,176,0
981214,1,137,0
115662,1,179,0
598623,1,232,0
697948,1,145,0
734002,1,211,0
981214,1,196,0
826515,1,187,0
913683,1,158,0
 64814,1,152,0
536790,2,163,0
189166,1,210,0
189585,1,161,0
338859,1,162,0
303301,1,198,0
759777,1,228,0
228425,1,187,0
267903,3,180,0
544704,1,194,0
496245,5,958,1
749467,2,155,0
254056,1,167,0
 44090,3,156,0
366680,1,180,0
 45263,1,168,0
498952,1,154,0
778920,1,146,0
 89017,1,162,0
365851,1,156,0
335475,7,555,1
388480,1,164,0
285404,1,185,0
613364,4,998,1
932849,2,198,0
281128,1,593,1
 24987,2,176,0
351783,1,194,0
366949,1,207,0
 42086,1,194,0
696307,2,165,0
120003,1,586,1
826515,1,202,0
579973,1,166,0
740738,1,213,0
649552,2,155,0
119424,1,189,0
472662,1,226,0
739419,1,179,0
478506,3,163,0
593121,1,163,0
229507,1,169,0
 74433,1,191,0
749628,1,616,1
525389,1,163,0
838244,1,168,0
679933,1,170,0
254439,2,178,0
104764,4,571,1
 58140,1,208,0
 66548,1,178,0
557007,2,987,1
805489,2,151,0
743804,1,984,1
734002,1,172,0
363479,1,202,0
715419,2,164,0
 39232,1,191,0
184261,1,177,0
297775,1,192,0
201670,1,195,0
 77083,2,181,0
280337,1,166,0
299516,1,153,0
649552,2,195,0
534036,1,198,0
768035,1,169,0
995860,2,581,1
827537,1,209,0
892843,1,178,0
414583,1,154,0
300168,1,197,0
 63626,1,184,0
663430,1,174,0
735852,1,157,0
 73005,1,146,0
969308,1,225,0
647044,1,198,0
870903,1,160,0
681056,3,976,1
889804,1,208,0
932772,1,181,0
628462,2,221,0
255962,1,186,0
740974,2,206,0
785053,1,180,0
119422,2,208,0
109374,1,160,0
153472,1,185,0
679182,3,192,0
988929,1,191,0
572309,1,183,0
932772,1,197,0
831578,1,168,0
457860,1,213,0
233530,1,180,0
360498,1,174,0
 36509,1,145,0
773208,3,184,0
127348,1,931,1
361688,1,935,1
872946,1,185,0
777467,1,220,0
892843,6,594,1
845640,1,629,1
168174,1,180,0
985855,1,189,0
  8346,1,212,0
189166,1,184,0
371134,2,212,0
218428,1,162,0
554150,3,597,1
892335,1,171,0
218428,1,197,0
152150,2,207,0
 52361,2,154,0
 30434,4,211,0
794509,2,154,0
400504,1,205,0
209909,2,963,1
131279,1,206,0
926180,1,201,0
530985,1,208,0
558453,1,178,0
352478,2,199,0
416444,1,137,0
277192,1,167,0
 96110,1,950,1
786805,1,165,0
734194,5,174,0
895234,1,168,0
804256,1,208,0
859166,1,213,0
 83720,1,174,0
187354,1,155,0
922275,1,187,0
971631,1,186,0
267260,1,175,0
792238,1,209,0
470948,2,207,0
401804,3,177,0
306482,1,144,0
892843,1,169,0
744785,2,182,0
 63558,1,194,0
405403,1,155,0
795553,1,168,0
974898,1,180,0
414583,1,203,0
298042,1,635,1
248391,1,178,0
833943,1,208,0
961060,1,164,0
344810,1,155,0
614208,1,193,0
510928,1,189,0
596420,2,662,1
828969,1,190,0
127052,1,187,0
776746,2,187,0
329714,1,167,0
554150,1,175,0
218313,1,192,0
759777,1,165,0
974668,1,155,0
867301,2,932,1
468653,1,186,0
637084,1,182,0
171731,1,177,0
401490,1,171,0
263540,1,201,0
553822,1,134,0
430707,1,195,0
197392,1,183,0
320605,1,170,0
550778,1,176,0
543258,1,174,0
350156,1,197,0
295288,1,164,0
361147,6,957,1
680974,1,187,0
  9960,2,193,0
279763,1,156,0
929614,2,178,0
873029,1,132,0
599837,1,183,0
131440,1,204,0
127955,1,192,0
855122,1,201,0
766200,1,587,1
 91896,1,190,0
911988,1,164,0
189142,1,163,0
778637,1,171,0
138966,1,176,0
692461,1,182,0
266205,1,213,0
128821,1,234,0
 57766,1,581,1
124173,2,596,1
903774,2,617,1
  8346,1,188,0
268306,4,188,0
518427,1,614,1
285404,5,183,0
188288,1,145,0
995860,1,187,0
797636,1,183,0
416803,1,167,0
474236,1,168,0
705931,1,207,0
778824,1,186,0
159869,2,179,0
317241,2,201,0
123352,1,193,0
543258,1,185,0
915823,1,153,0
395703,1,181,0
681056,1,176,0
996747,1,174,0
  7272,1,963,1
974898,6,190,0
994199,4,611,1
307999,1,223,0
513980,1,180,0
870211,2,177,0
716968,1,143,0
356490,1,208,0
579107,1,168,0
637315,1,157,0
505088,1,184,0
664531,1,193,0
452022,1,198,0
159869,5,945,1
810427,1,218,0
295276,1,175,0
232127,1,173,0
937322,1,160,0
417247,3,143,0
232478,5,626,1
504893,1,178,0
 44994,1,210,0
487531,1,162,0
 63558,1,207,0
577752,1,192,0
789500,3,608,1
344564,1,184,0
491103,1,178,0
 52542,1,181,0
343624,1,192,0
678058,1,605,1
579973,1,212,0
533635,1,189,0
739462,1,202,0
760713,1,185,0
741141,1,175,0
977345,1,204,0
802520,1,211,0
414583,1,179,0
 18077,2,166,0
240528,1,184,0
995048,5,164,0
925089,1,163,0
423928,2,156,0
311871,1,956,1
184002,1,227,0
498978,1,206,0
756007,1,177,0
382578,1,155,0
932913,1,200,0
515100,1,176,0
481001,2,587,1
559127,1,153,0
254781,2,155,0
114099,1,172,0
837580,1,579,1
594751,1,142,0
401256,1,187,0
232478,1,186,0
582059,2,180,0
338859,1,153,0
661538,1,187,0
802678,1,166,0
687982,1,197,0
442377,2,954,1
414583,1,175,0
 47000,1,187,0
823581,1,187,0
704548,1,168,0
762828,2,160,0
664531,2,185,0
551232,2,155,0
577752,2,164,0
 37662,1,173,0
679182,2,172,0
297745,1,171,0
838244,2,178,0
716347,1,174,0
781090,1,179,0
778522,1,231,0
881169,1,178,0
 61260,1,205,0
685307,2,209,0
742063,1,197,0
 46870,1,183,0
120003,2,966,1
263916,2,209,0
749467,1,156,0
 73861,1,168,0
307049,1,163,0
439242,1,160,0
626693,1,186,0
216746,1,170,0
704548,1,225,0
618318,2,176,0
611404,1,162,0
710346,1,194,0
560588,2,197,0
897660,2,171,0
717462,1,208,0
691651,1,191,0
710392,1,165,0
892022,1,168,0
330662,1,163,0
517943,1,189,0
 69469,2,178,0
499884,1,204,0
333705,1,158,0
926180,1,207,0
977345,1,188,0
792238,4,183,0
 71329,1,194,0
777781,1,146,0
159869,1,162,0
182903,1,194,0
897660,5,612,1
128865,2,598,1
651654,1,175,0
134559,1,181,0
472927,1,188,0
261858,1,149,0
681848,1,189,0
320587,2,150,0
452022,1,182,0
263350,1,143,0
 24258,1,177,0
467688,1,198,0
697970,2,206,0
610926,1,195,0
536632,1,179,0
955199,1,203,0
997870,1,158,0
554511,1,968,1
747048,2,210,0
780112,1,160,0
725293,1,184,0
462656,1,128,0
297775,1,172,0
165739,1,154,0
153472,1,179,0
543226,1,212,0
446181,2,127,0
612466,3,192,0
442377,3,172,0
625978,1,174,0
792693,2,163,0
961321,1,157,0
298652,2,181,0
258314,1,197,0
356490,1,199,0
268306,1,176,0
572309,1,218,0
110386,3,951,1
700923,1,207,0
781090,1,204,0
 45611,1,173,0
869457,1,174,0
 24462,1,186,0
326205,2,195,0
903774,1,205,0
554150,2,177,0
924055,1,185,0
664735,1,176,0
181195,1,151,0
611404,2,162,0
 72526,1,165,0
 63457,1,170,0
891526,1,156,0
121997,1,197,0
316268,1,182,0
329776,2,176,0
294236,1,180,0
324187,3,191,0
968287,1,185,0
965763,1,187,0
574701,2,141,0
650632,1,178,0
521313,3,211,0
156402,1,197,0
417294,1,217,0
218063,1,156,0
494896,2,195,0
201670,1,186,0
108401,1,177,0
487704,2,219,0
630525,1,146,0
740974,1,196,0
295276,1,986,1
219217,1,205,0
696906,1,210,0
266205,1,171,0
130567,1,189,0
 74433,1,152,0
786322,1,198,0
687923,1,164,0
128865,2,164,0
848374,1,189,0
 71329,1,187,0
 48797,1,219,0
737091,1,175,0
904225,1,196,0
184392,4,955,1
586100,1,151,0
 55198,1,201,0
808089,4,589,1
105631,1,169,0
  6898,1,137,0
475463,1,162,0
739462,1,178,0
357361,1,165,0
 72385,1,208,0
985469,1,171,0
200075,1,185,0
 75796,1,159,0
392495,2,186,0
625717,1,582,1
 30434,1,954,1
980712,9,577,1
118146,1,177,0
572961,1,184,0
881722,1,157,0
408022,1,169,0
147792,1,153,0
798017,1,202,0
480289,1,221,0
189585,2,140,0
913328,1,189,0
995293,1,169,0
721885,1,160,0
 87859,1,175,0
822853,1,163,0
990221,1,207,0
533583,1,977,1
 71051,3,982,1
294236,1,151,0
422493,1,185,0
919550,1,208,0
397350,1,199,0
809368,1,216,0
890490,1,958,1
182903,1,182,0
110386,1,183,0
550611,1,146,0
910186,3,957,1
586100,1,173,0
920275,1,166,0
329776,1,152,0
 36777,1,205,0
907440,1,159,0
 33859,1,148,0
706894,2,167,0
940857,2,160,0
 24258,2,181,0
405544,1,175,0
604067,3,177,0
914860,1,199,0
808744,1,178,0
 78204,1,205,0
 96110,1,197,0
735178,1,149,0
932913,1,169,0
120365,1,228,0
774235,1,172,0
929861,2,203,0
934609,1,162,0
582875,1,203,0
656527,2,149,0
296701,3,611,1
955408,1,182,0
611884,1,138,0
818172,2,147,0
   536,1,169,0
526345,1,170,0
123398,2,156,0
737939,1,209,0
138458,1,176,0
976650,1,174,0
589547,1,178,0
522028,1,173,0
750408,1,569,1
326205,2,216,0
668309,1,213,0
 40616,2,162,0
790193,1,140,0
219529,1,191,0
697947,1,197,0
596729,2,200,0
880507,1,184,0
741141,1,211,0
739288,1,191,0
267903,1,595,1
781090,1,175,0
182008,1,211,0
553753,1,201,0
 85298,1,166,0
949585,1,188,0
508193,1,197,0
576636,2,222,0
921361,2,189,0
912260,1,210,0
  9960,1,192,0
924055,1,214,0
717462,1,180,0
470618,2,218,0
745743,1,194,0
771199,1,163,0
122805,2,211,0
614830,1,202,0
625978,1,186,0
184002,1,151,0
735178,1,174,0
931686,1,154,0
340407,2,208,0
274106,1,174,0
955199,2,206,0
567861,3,160,0
357486,2,193,0
600623,1,167,0
687749,1,159,0
519728,1,201,0
443369,1,170,0
299864,1,215,0
 76137,1,207,0
880068,1,200,0
 70511,3,188,0
785053,1,191,0
347789,1,169,0
929614,1,220,0
266555,1,197,0
726726,1,170,0
429464,1,187,0
622448,1,178,0
507227,1,206,0
502776,1,184,0
 11188,1,166,0
417028,2,178,0
516688,1,186,0
722120,1,150,0
665680,1,186,0
664531,1,181,0
708317,1,207,0
497705,1,165,0
 11188,1,176,0
123398,2,200,0
177639,1,174,0
127150,1,208,0
277192,1,216,0
732911,1,171,0
950385,1,166,0
590664,2,152,0
766131,1,183,0
453012,2,192,0
692503,1,189,0
615398,1,174,0
 55427,1,951,1
152150,1,176,0
972541,1,170,0
734469,1,176,0
558785,1,169,0
477075,1,160,0
491846,1,179,0
263540,1,145,0
614840,2,624,1
390663,1,178,0
156712,1,228,0
253194,1,132,0
842899,1,227,0
781036,1,170,0
207068,1,201,0
127150,2,144,0
642406,1,170,0
471167,2,182,0
936684,1,143,0
220387,3,935,1
711415,1,193,0
516688,3,175,0
577752,1,219,0
172996,3,959,1
275208,1,977,1
971631,2,212,0
565160,1,180,0
472927,1,206,0
263350,1,183,0
151388,1,202,0
589240,1,175,0
261171,1,175,0
350156,1,187,0
389668,1,175,0
199910,1,184,0
502273,1,144,0
177639,1,164,0
306000,1,203,0
138630,1,221,0
822853,2,192,0
296701,1,193,0
280337,1,190,0
 43047,1,209,0
225045,1,146,0
 16731,1,213,0
329712,1,198,0
526187,1,178,0
741236,2,165,0
685307,1,188,0
160520,4,164,0
504893,1,151,0
838034,1,186,0
689615,2,197,0
390663,1,197,0
 58538,2,213,0
118350,1,183,0
909571,1,177,0
125408,2,236,0
630310,2,144,0
553753,1,184,0
739544,1,206,0
131603,3,957,1
483475,1,207,0
842899,1,170,0
345700,1,165,0
490293,1,177,0
461193,1,188,0
 73259,1,177,0
329776,2,201,0
462756,1,190,0
995293,1,189,0
163192,1,136,0
138966,1,182,0
115662,7,950,1
 72753,1,185,0
952794,1,173,0
 72015,1,184,0
  8666,1,180,0
236023,1,193,0
788891,1,205,0
680974,1,171,0
401490,1,194,0
932913,2,196,0
792693,1,161,0
983786,1,186,0
387321,1,200,0
 71329,1,177,0
197392,1,192,0
749628,1,143,0
363479,2,153,0
205318,1,200,0
871947,1,185,0
120003,1,193,0
688388,1,140,0
267903,1,186,0
625649,3,591,1
285404,1,220,0
508170,1,177,0
 87808,5,977,1
379160,1,180,0
307515,1,171,0
774193,1,166,0
284684,1,161,0
 58140,3,179,0
648132,1,217,0
341653,1,145,0
405287,3,204,0
949585,3,152,0
254781,1,197,0
404609,1,135,0
478326,2,140,0
709967,2,185,0
263350,2,181,0
200075,1,174,0
903774,1,185,0
 58140,1,960,1
346437,2,190,0
357486,1,603,1
344197,1,141,0
 59873,2,162,0
707403,1,162,0
366949,1,174,0
558114,2,148,0
130567,1,195,0
446181,1,187,0
793010,1,181,0
213832,1,166,0
720784,1,182,0
876816,2,146,0
788891,1,154,0
414141,1,181,0
793717,2,189,0
408228,1,189,0
637524,1,209,0
698168,3,590,1
344564,1,198,0
 35804,1,165,0
 83577,1,171,0
295288,1,184,0
615561,1,172,0
227052,1,172,0
555583,1,171,0
958077,1,183,0
344564,1,156,0
131440,1,205,0
335475,2,196,0
394675,1,947,1
774384,1,136,0
347247,2,167,0
231956,3,961,1
 74918,2,174,0
955703,3,179,0
662380,1,164,0
 43567,1,208,0
710346,1,161,0
946510,5,595,1
710715,1,221,0
351252,1,155,0
442377,8,978,1
 30502,1,170,0
618318,1,172,0
322507,1,161,0
699100,3,189,0
396902,1,220,0
123352,2,160,0
897660,4,992,1
 69469,1,169,0
963978,3,613,1
596039,2,193,0
998342,3,179,0
586100,1,191,0
449743,1,139,0
472927,1,175,0
707699,1,178,0
479402,1,194,0
  6898,1,180,0
 73861,2,166,0
105631,1,189,0
636692,1,225,0
458752,1,201,0
513980,1,158,0
804256,1,217,0
707699,2,131,0
285474,1,141,0
439728,1,203,0
389042,1,130,0
455373,1,143,0
679737,3,194,0
681063,2,165,0
  9913,1,169,0
356490,1,141,0
 58538,1,177,0
518383,1,200,0
580658,1,189,0
324187,1,191,0
167898,1,186,0
  8666,2,152,0
682814,1,192,0
822250,1,581,1
745206,1,146,0
280337,1,182,0
940031,1,165,0
865554,1,182,0
510928,1,182,0
833943,2,157,0
189585,2,573,1
119424,1,159,0
357361,1,202,0
823135,1,174,0
716241,3,197,0
877491,1,159,0
336239,2,203,0
213832,1,190,0
480165,1,191,0
112568,2,208,0
295404,1,158,0
498978,1,170,0
822853,1,154,0
 39232,3,157,0
924055,1,180,0
926235,2,178,0
989875,1,194,0
595423,1,183,0
746161,1,158,0
127898,1,148,0
449638,1,147,0
806475,1,218,0
439359,2,170,0
364560,1,153,0
615398,6,606,1
543226,2,157,0
573762,1,157,0
401804,1,179,0
596729,2,198,0
267903,1,165,0
230190,1,159,0
817264,1,172,0
667462,3,181,0
400336,1,199,0
346437,1,180,0
 22246,1,189,0
529985,1,201,0
405544,1,176,0
330653,1,190,0
947771,1,150,0
554511,2,162,0
605756,1,164,0
734002,1,159,0
544925,3,146,0
520790,1,163,0
732135,1,154,0
187354,1,178,0
981214,1,188,0
184261,1,183,0
875533,1,178,0
661143,3,170,0
854058,1,174,0
785596,1,186,0
920591,1,168,0
 55427,1,188,0
342760,1,162,0
344197,2,211,0
148001,2,179,0
138966,1,183,0
604904,1,185,0
704329,1,158,0
573762,2,187,0
530420,1,176,0
363479,2,195,0
153569,1,180,0
462656,2,185,0
 39232,1,612,1
401804,2,187,0
912232,1,201,0
 73005,1,163,0
883124,1,172,0
 30434,1,173,0
299516,2,195,0
799062,1,177,0
957476,1,193,0
508193,1,188,0
729525,1,183,0
131279,1,161,0
741141,2,176,0
221527,1,181,0
165682,1,127,0
698168,1,196,0
  9960,1,183,0
251407,2,1034,1
909960,1,165,0
397995,1,150,0
765095,1,163,0
577752,1,206,0
717462,1,179,0
848851,3,189,0
369509,2,171,0
696906,1,167,0
138407,2,978,1
 64814,1,603,1
883798,1,176,0
555583,1,200,0
732911,2,173,0
221272,1,216,0
857002,1,187,0
565001,1,157,0
281128,1,178,0
800221,1,178,0
425309,1,150,0
439242,1,147,0
990208,2,159,0
 76109,1,175,0
 24987,1,178,0
985469,1,184,0
261735,1,161,0
 59873,1,172,0
152150,1,194,0
659413,1,172,0
737355,1,197,0
349183,1,182,0
739288,2,988,1
938928,1,174,0
167898,1,184,0
610989,1,189,0
731220,1,210,0
909571,2,199,0
702806,1,596,1
  3027,1,164,0
 37055,1,182,0
 63943,1,189,0
281613,1,178,0
290312,1,166,0
241621,1,174,0
370749,1,179,0
207919,1,206,0
  8666,1,169,0
365193,1,164,0
519678,1,183,0
397995,1,178,0
 42086,1,161,0
338686,1,177,0
988929,1,202,0
140721,1,204,0
 68121,1,206,0
916916,1,187,0
122805,2,933,1
 71329,1,171,0
703224,1,207,0
207368,3,197,0
336632,4,969,1
 85298,1,170,0
769488,1,185,0
400785,2,177,0
968287,8,588,1
595212,1,160,0
258314,1,194,0
389042,1,189,0
685444,1,150,0
890490,1,161,0
760713,1,930,1
365851,1,204,0
253161,1,199,0
856372,1,118,0
705880,1,188,0
 66548,2,169,0
548783,2,149,0
 65689,2,174,0
921361,1,198,0
867301,1,157,0
484384,1,187,0
710346,2,176,0
480165,1,133,0
238734,2,154,0
802520,1,947,1
313661,1,220,0
693362,1,205,0
 83720,3,176,0
498978,1,187,0
397350,1,203,0
193737,4,568,1
820780,1,200,0
586100,1,173,0
355546,1,169,0
776746,1,159,0
740738,1,215,0
621709,2,166,0
505088,2,191,0
579016,6,953,1
105631,1,161,0
828093,1,140,0
124472,1,159,0
535297,7,585,1
525389,1,178,0
665381,1,158,0
802686,2,167,0
621709,1,172,0
947771,1,194,0
351783,1,196,0
 37662,2,202,0
189166,1,167,0
343822,1,169,0
117458,1,171,0
490810,1,179,0
138407,2,153,0
405403,2,981,1
792278,1,172,0
994199,1,175,0
789549,2,152,0
408228,1,933,1
732742,2,198,0
297332,1,169,0
213163,1,184,0
213629,1,202,0
470618,1,196,0
128821,1,183,0
 83577,1,196,0
165682,1,183,0
229507,1,140,0
187354,2,595,1
637142,1,171,0
227446,1,168,0
620137,1,179,0
785771,2,165,0
328747,1,197,0
518427,1,149,0
281109,1,201,0
199910,1,191,0
775550,1,183,0
255305,1,205,0
700179,2,148,0
  8615,1,159,0
182957,1,188,0
828969,1,178,0
628462,2,973,1
893225,1,163,0
359649,2,151,0
229507,1,194,0
337153,1,179,0
358143,1,193,0
218359,1,965,1
564538,2,194,0
663430,1,178,0
705931,1,163,0
725293,1,185,0
 51680,1,170,0
568182,1,191,0
481546,1,195,0
985469,1,168,0
746261,2,950,1
459276,1,219,0
 70511,1,158,0
761478,1,200,0
817264,1,187,0
498952,1,179,0
568537,1,166,0
 20650,1,175,0
487097,1,168,0
974494,1,191,0
182008,1,173,0
920591,1,190,0
525866,1,205,0
855743,1,155,0
512910,2,173,0
788891,1,582,1
628097,1,210,0
499149,1,185,0
984149,1,211,0
400504,1,194,0
883124,1,210,0
  1968,1,220,0
 36777,1,162,0
690843,1,169,0
284845,1,601,1
140149,1,205,0
782557,1,156,0
626375,1,167,0
560532,1,219,0
792238,1,150,0
831035,1,205,0
 91215,1,144,0
201670,1,199,0
827581,1,205,0
960048,2,187,0
478885,1,161,0
145254,2,179,0
614208,1,143,0
947786,1,183,0
508193,1,184,0
127150,2,229,0
210558,1,197,0
742756,1,178,0
787334,1,580,1
715648,1,176,0
368131,1,200,0
267281,1,186,0
310105,1,192,0
425309,2,595,1
226480,1,197,0
827581,1,184,0
195383,2,163,0
883509,1,193,0
854576,1,179,0
913673,2,167,0
843610,2,197,0
430707,2,197,0
800221,1,193,0
647044,1,177,0
504759,1,135,0
330332,1,174,0
217417,1,185,0
463135,1,187,0
351172,1,215,0
117458,1,183,0
433888,1,163,0
264935,1,201,0
405287,1,186,0
165103,1,147,0
976650,1,189,0
706426,1,204,0
630310,1,211,0
423359,1,189,0
746522,1,969,1
785596,3,176,0
368131,1,153,0
899733,1,219,0
739288,1,183,0
716572,1,175,0
802520,1,189,0
219529,2,923,1
671975,1,170,0
162556,1,204,0
159869,1,186,0
338686,1,177,0
614261,1,193,0
910186,1,188,0
141265,1,155,0
709967,1,175,0
579016,1,203,0
571187,1,197,0
299864,1,139,0
769862,1,131,0
117686,1,175,0
649552,1,170,0
347789,1,147,0
455979,1,198,0
637084,1,200,0
312764,2,177,0
615561,1,216,0
778637,1,178,0
224133,1,208,0
995293,1,194,0
665680,2,176,0
 78204,1,158,0
263350,1,132,0
382578,2,166,0
395509,1,185,0
755955,1,187,0
933895,1,209,0
109374,1,210,0
560588,2,183,0
226964,2,176,0
480289,1,615,1
298042,1,205,0
218359,2,158,0
867409,2,170,0
482396,1,166,0
946510,2,174,0
364369,1,167,0
297581,1,161,0
403802,1,142,0
891526,1,227,0
739544,1,567,1
905052,2,168,0
674871,1,184,0
751487,1,168,0
518383,1,170,0
389042,1,182,0
845774,2,196,0
396476,1,179,0
848851,1,141,0
761478,1,140,0
205806,1,944,1
515100,1,179,0
543258,1,199,0
 12348,1,196,0
925089,1,178,0
707403,1,203,0
803488,1,192,0
740974,1,135,0
 66548,1,185,0
749316,1,163,0
745180,1,159,0
806693,2,189,0
732911,1,166,0
903398,1,147,0
784653,1,147,0
115256,1,200,0
429464,1,176,0
226964,1,152,0
137659,1,178,0
905052,3,188,0
305908,1,161,0
689615,2,169,0
107282,1,222,0
142565,2,163,0
307049,2,174,0
324712,1,187,0
 47000,1,179,0
402462,6,946,1
253194,1,189,0
 66548,2,972,1
440181,2,193,0
 24462,1,183,0
352478,1,584,1
343073,1,220,0
289019,1,198,0
899733,1,188,0
779097,1,204,0
307515,2,993,1
102779,1,176,0
143188,1,165,0
106121,1,176,0
  9383,4,192,0
978761,1,222,0
967181,1,198,0
496245,1,190,0
700179,1,206,0
784858,1,569,1
  6775,1,182,0
593121,1,225,0
804256,1,213,0
236898,2,183,0
224133,1,165,0
329714,1,147,0
279763,1,183,0
867029,1,195,0
527704,1,166,0
858931,1,600,1
410302,1,159,0
455948,2,213,0
504759,1,185,0
344564,1,128,0
128821,1,170,0
681063,1,186,0
124472,1,212,0
920051,1,174,0
368036,1,192,0
649854,1,166,0
707403,1,213,0
576941,2,181,0
 74912,1,203,0
594751,1,605,1
335779,1,228,0
182957,2,197,0
189234,1,138,0
  9913,1,610,1
832243,1,165,0
881722,1,605,1
 28729,1,151,0
823581,1,177,0
329714,1,199,0
943663,1,171,0
453012,1,184,0
412692,2,175,0
282358,1,977,1
678058,1,152,0
859166,2,642,1
267260,1,162,0
921361,1,180,0
494896,1,173,0
350156,1,141,0
849811,1,166,0
412692,1,194,0
344209,1,188,0
337153,1,191,0
364369,1,167,0
205874,1,167,0
679933,1,192,0
739419,1,234,0
679891,1,169,0
174838,1,178,0
208530,5,963,1
974898,1,187,0
768592,2,148,0
253161,1,190,0
300752,2,142,0
891526,1,191,0
337153,2,202,0
613364,1,155,0
366680,1,193,0
336239,4,952,1
 80603,1,199,0
231198,1,954,1
848374,1,170,0
883701,1,980,1
574440,1,987,1
939122,1,200,0
965763,1,214,0
350156,2,159,0
756007,1,144,0
490182,2,189,0
541208,1,185,0
328747,1,147,0
405835,1,171,0
994199,4,592,1
559038,1,180,0
137659,2,176,0
734002,1,574,1
 81051,1,193,0
196677,2,194,0
425309,1,192,0
913683,1,166,0
576941,1,168,0
320605,1,171,0
  1007,1,206,0
685444,1,183,0
334447,1,144,0
862244,1,208,0
972653,1,186,0
417028,1,152,0
712776,1,174,0
189166,1,182,0
997870,1,211,0
148568,1,192,0
881169,1,160,0
396902,1,166,0
527704,1,170,0
690843,3,973,1
217992,1,168,0
823135,2,175,0
369601,1,183,0
